ID,0 to 0.5 km,0.5 to 1 km,1 to 1.5 km,1.5 to 2 km,2 to 2.5 km,2.5 to 3 km,3 to 3.5 km,3.5 to 4 km,4 to 4.5 km,4.5 to 5 km,5 to 5.5 km,5.5 to 6 km,6 to 6.5 km,6.5 to 7 km,7 to 7.5 km,7.5 to 8 km,8 to 8.5 km,8.5 to 9 km,9 to 9.5 km,9.5 to 10 km,>10 km
1552,4,30,48,56,35,19,17,18,15,12,13,6,1,3,5,2,1,0,0,0,1
1727,6,37,40,42,35,33,24,14,19,7,4,8,10,5,1,0,0,0,0,0,1
519,7,34,50,37,33,29,17,22,21,8,9,5,5,3,2,1,0,0,0,0,2
608,7,22,35,40,28,25,27,19,13,12,16,8,5,6,2,4,2,3,1,2,8
794,4,29,41,37,37,38,24,15,9,6,7,9,5,4,7,4,3,2,2,1,1
866,8,27,32,44,30,34,28,18,8,9,16,8,6,2,5,2,1,3,2,0,2
1484,6,30,53,45,32,19,15,15,11,9,12,6,4,5,6,3,3,1,1,3,6
1739,5,37,42,51,33,27,24,18,15,8,10,2,2,4,2,1,0,0,1,0,3
1746,5,26,48,38,33,30,17,25,15,15,9,7,5,5,1,0,1,1,0,0,4
1235,8,34,42,43,32,30,17,19,16,10,8,2,8,4,3,1,2,1,2,1,1
1438,6,34,33,53,40,21,27,15,11,11,11,6,2,3,3,2,0,3,0,1,2
1625,5,28,50,45,41,30,14,15,7,18,5,7,2,4,2,4,1,0,1,1,4
1628,7,31,46,47,36,21,14,16,13,15,12,5,4,6,6,0,1,1,1,1,1
780,3,16,54,40,34,30,24,24,9,11,8,4,3,4,5,2,2,3,0,0,7
1100,6,38,39,46,35,27,25,19,16,8,4,4,7,2,4,0,1,0,0,0,2
1429,10,32,39,48,26,30,23,15,11,10,6,9,4,6,7,1,2,0,0,0,4
1596,6,25,31,48,50,31,22,17,13,14,9,0,3,5,3,1,3,1,0,0,1
557,9,24,33,43,26,29,23,27,18,8,7,11,8,3,6,1,1,1,1,0,3
576,4,26,37,39,37,34,28,21,17,7,10,3,2,4,3,4,1,0,0,0,5
1298,7,35,42,43,34,26,26,17,13,7,7,5,9,4,2,3,0,0,1,0,1
1422,4,19,47,48,30,31,20,12,13,11,13,7,5,8,1,5,2,2,0,0,4
1585,7,30,38,51,28,24,28,20,15,16,7,1,5,4,4,0,2,2,0,0,0
1588,5,25,45,41,28,30,21,24,12,16,9,10,3,7,2,1,0,1,0,2,0
1099,8,23,45,44,40,26,25,18,13,9,6,7,4,1,5,2,1,0,1,1,2
1128,3,29,38,41,34,27,15,23,19,9,14,5,7,4,3,3,1,2,1,2,1
1155,6,25,46,29,33,34,16,15,14,12,17,11,8,3,0,6,0,2,1,1,2
1395,3,33,34,47,40,32,18,20,25,2,7,4,4,4,1,2,2,0,0,0,3
1563,8,30,42,42,37,25,16,28,10,14,6,5,4,4,5,2,1,0,0,1,1
1686,7,22,48,50,35,20,22,13,18,15,7,7,3,1,3,1,2,1,2,1,3
637,3,23,43,40,33,29,17,22,13,13,9,14,4,3,4,2,1,1,1,0,5
671,4,14,38,38,40,24,24,20,17,16,5,6,5,6,7,7,3,0,1,1,4
715,5,26,37,50,45,32,20,13,11,7,8,6,5,4,2,3,0,1,1,1,3
836,5,24,47,45,26,29,19,15,22,9,7,1,10,3,7,2,3,0,0,2,4
1360,7,32,41,43,25,35,28,16,14,5,12,5,2,3,3,0,1,0,1,0,7
1523,4,33,41,44,35,36,24,12,15,8,8,11,3,1,1,0,3,0,0,0,1
1577,6,26,46,62,44,28,14,12,9,8,5,3,1,4,3,1,3,0,1,1,3
1586,6,33,45,48,37,21,12,19,17,5,4,7,5,5,3,2,4,1,3,0,3
1615,9,42,39,45,29,30,17,16,14,10,10,3,5,1,5,2,2,0,1,0,0
334,5,28,33,39,32,39,19,15,15,12,6,8,3,6,4,1,5,2,1,1,5
694,6,21,33,49,48,20,21,18,13,7,12,7,5,1,3,3,2,1,1,1,7
949,6,36,43,46,22,28,17,13,15,6,10,14,5,2,5,4,1,0,0,2,4
1170,5,16,55,43,40,26,18,22,12,2,10,8,8,0,4,2,4,0,0,0,4
1225,6,24,33,38,38,31,21,11,23,12,8,10,3,8,4,2,1,1,1,1,3
1320,5,33,48,36,33,28,21,26,12,5,5,4,8,5,0,0,1,2,3,2,2
1593,1,34,47,41,37,29,20,18,12,7,10,5,6,4,5,0,2,1,0,0,0
1605,5,31,38,48,43,22,20,14,11,8,8,4,5,5,1,4,3,1,0,2,6
1752,5,25,37,49,31,39,24,18,15,13,6,5,2,0,5,1,0,0,0,0,4
145,5,31,39,49,31,28,22,18,11,8,6,5,7,3,5,1,2,1,0,1,5
407,2,15,44,42,39,28,28,12,14,11,6,6,9,3,4,3,4,2,2,1,3
412,6,26,20,42,43,27,29,19,15,12,3,4,6,6,7,2,1,1,4,1,4
490,8,24,34,49,37,25,20,21,15,5,6,6,7,4,5,4,1,0,0,1,6
844,6,32,43,45,32,27,21,16,10,17,9,7,2,3,2,2,1,0,0,0,3
1041,7,38,35,42,36,26,19,16,18,9,7,5,11,0,2,1,1,0,2,0,3
1209,3,23,46,44,36,27,25,13,13,14,10,4,2,6,4,3,2,0,0,2,1
1311,7,24,46,34,38,12,13,21,23,17,11,2,5,4,8,3,1,2,2,1,4
1312,6,24,49,42,48,22,19,16,11,8,6,5,7,3,2,3,2,0,1,0,4
1341,9,29,46,39,31,35,15,22,13,12,6,7,5,4,1,2,0,0,0,0,2
1594,0,32,38,38,36,32,22,15,10,12,7,11,8,5,2,2,2,1,0,2,3
422,9,29,43,43,46,20,12,24,12,9,8,4,5,1,4,0,2,1,1,0,4
892,8,23,55,41,33,26,16,13,9,13,9,10,0,6,4,1,2,2,0,0,6
1297,6,23,47,58,32,23,13,25,15,7,4,4,6,5,1,0,1,1,1,1,4
1304,8,37,38,50,26,28,20,11,12,7,12,10,4,3,3,1,2,0,1,0,4
1328,8,31,42,34,38,26,26,14,15,9,8,5,3,4,2,2,0,3,0,0,7
1453,8,39,37,47,33,40,12,17,11,9,8,3,4,3,3,1,0,0,0,0,2
1510,5,32,47,41,34,19,23,12,17,9,6,8,8,2,3,2,4,0,1,2,2
1549,3,22,43,54,42,35,13,19,13,8,6,8,3,4,0,0,0,2,2,0,0
1638,8,29,25,51,39,32,17,26,17,11,5,3,6,1,2,2,1,0,0,1,1
1723,10,30,50,48,36,24,20,18,5,8,11,1,4,3,3,0,0,2,0,2,2
502,12,22,27,40,43,34,18,24,17,3,5,3,5,5,6,3,0,2,2,0,5
610,2,20,29,48,42,23,19,17,16,18,9,8,4,5,3,1,2,1,1,3,5
945,4,26,44,42,35,25,18,14,19,6,13,7,5,6,3,3,2,0,0,0,4
1036,6,36,34,51,28,26,20,14,18,13,7,7,5,3,1,1,1,2,0,0,3
1051,7,22,42,50,34,26,16,18,12,15,6,8,8,4,3,2,1,1,0,0,1
1077,5,34,40,45,43,23,20,19,14,5,12,6,3,1,4,1,1,0,0,0,0
1140,6,25,46,41,35,28,21,15,14,11,9,7,8,2,1,3,1,1,0,0,2
1472,6,26,44,42,30,22,27,18,12,9,8,7,6,4,1,3,0,3,0,1,7
1514,2,24,44,49,31,39,15,12,16,10,9,8,6,1,3,3,2,0,0,1,1
1660,3,24,34,35,35,29,15,19,20,16,9,5,8,6,2,3,1,3,2,0,7
1679,3,27,50,45,39,32,14,16,15,10,9,3,4,2,4,2,0,1,0,0,0
14,6,21,33,39,35,22,22,25,14,10,15,9,4,4,4,2,3,1,0,1,5
109,6,28,42,42,36,18,21,11,14,12,3,8,4,4,10,6,3,0,1,1,5
257,3,39,42,48,46,18,13,11,6,7,5,6,11,4,3,2,2,4,1,1,3
1026,10,24,42,51,33,25,18,11,14,8,5,6,6,3,5,1,2,2,2,0,7
1133,5,37,39,45,32,24,19,12,12,15,15,5,3,2,4,2,0,0,2,1,1
1212,3,30,46,41,34,23,27,14,16,11,8,2,6,5,1,4,1,1,0,0,2
1213,1,34,44,38,33,35,18,15,12,10,4,4,5,5,3,2,3,0,0,1,8
1257,4,27,36,51,36,40,20,9,12,6,7,5,7,3,3,2,1,2,2,0,2
1352,9,37,31,39,40,35,24,13,10,8,7,5,4,3,1,4,1,0,0,0,4
1574,11,34,51,46,37,27,13,9,11,7,8,4,3,6,3,2,1,2,0,0,0
1637,4,25,38,49,29,28,17,11,15,14,11,9,5,1,5,3,1,0,0,2,8
1688,5,28,47,45,29,19,25,19,15,11,6,6,3,4,2,1,3,0,0,1,6
1693,9,26,40,54,27,19,10,26,11,15,11,7,5,3,3,2,1,2,0,1,3
82,8,26,39,49,35,32,15,14,7,9,7,7,4,3,3,7,0,0,0,1,8
782,2,26,37,44,51,22,19,21,8,8,6,5,5,5,2,4,4,0,1,0,4
1183,2,28,42,51,33,27,21,15,15,9,6,2,6,4,2,5,0,2,1,1,2
1203,11,24,40,39,37,37,27,16,8,7,8,7,1,4,3,1,3,0,0,1,0
1410,7,23,46,37,38,27,10,19,21,13,11,8,2,2,5,0,2,0,1,0,2
1444,4,31,43,48,38,25,15,22,11,11,7,2,3,4,4,3,0,1,2,0,0
1447,11,19,46,40,39,28,24,17,14,8,11,2,4,0,3,2,3,0,2,0,1
1489,8,34,34,45,38,23,13,17,14,10,13,5,6,4,2,2,3,0,0,0,3
1534,2,29,32,42,40,32,31,25,10,5,8,3,3,4,2,0,0,3,1,0,2
1540,6,25,54,35,30,32,18,26,10,8,6,6,4,5,2,1,2,2,2,0,0
1583,5,18,35,56,39,29,25,15,14,10,10,5,3,2,2,3,2,0,0,0,1
1642,6,30,42,41,41,28,18,19,14,8,6,5,4,2,3,0,4,1,0,1,1
1677,7,30,45,54,29,24,24,16,5,11,9,3,5,3,1,1,1,1,1,1,3
1890,3,24,50,49,37,18,18,16,19,8,7,11,4,2,1,0,2,1,0,0,4
173,3,28,42,29,43,30,14,16,13,9,9,8,5,5,5,2,0,2,0,1,9
493,7,24,36,42,41,29,21,22,19,9,8,2,5,3,0,2,0,0,0,0,3
708,3,21,30,42,38,26,23,18,16,10,14,8,6,3,4,5,0,0,1,2,3
737,9,29,37,35,29,26,18,19,17,10,11,7,5,0,5,1,2,2,2,1,8
1063,5,30,44,44,34,24,16,21,16,12,9,6,4,4,2,2,0,0,0,0,0
1167,4,24,41,40,29,42,26,20,10,8,6,4,5,2,1,5,1,1,0,1,3
1260,2,22,31,49,48,23,19,11,13,8,10,6,10,4,5,3,1,1,0,0,7
1393,5,25,45,35,49,22,15,17,15,10,7,5,3,3,3,1,2,1,1,0,9
1440,7,20,37,48,41,25,17,17,17,14,9,4,4,3,4,2,1,1,0,0,2
1702,4,20,40,42,34,27,24,24,9,10,6,12,6,5,3,1,1,2,0,1,2
1717,3,32,37,56,31,23,21,16,19,10,7,2,4,5,2,1,2,1,0,1,0
59,2,28,28,40,37,29,15,22,20,9,9,10,2,4,2,4,2,1,1,1,6
326,5,28,34,37,32,29,23,12,16,15,10,7,1,1,7,2,2,4,3,0,4
874,8,28,44,41,32,25,11,19,16,9,9,5,3,4,4,3,4,0,2,0,5
966,2,20,29,44,30,32,21,16,22,12,6,9,8,3,1,6,1,4,0,2,4
1091,5,26,43,45,36,23,18,23,8,6,10,6,5,3,2,2,3,0,0,1,7
1142,1,28,33,45,30,27,28,21,13,14,8,5,1,6,0,5,3,0,2,0,2
1243,3,28,34,54,45,24,10,14,11,9,9,8,7,4,3,2,1,1,1,2,2
1518,7,40,37,42,47,23,21,15,6,10,3,6,2,1,1,4,1,1,2,1,2
511,6,20,37,42,36,27,18,17,13,6,9,7,5,5,6,2,1,1,1,2,10
1037,19,26,42,43,30,26,19,13,8,9,9,7,4,3,5,4,1,2,0,0,1
1160,5,26,35,37,35,25,19,23,13,15,9,11,2,3,5,3,2,1,0,0,2
1277,5,22,46,31,41,32,15,24,13,12,9,4,5,1,4,4,1,0,1,1,0
1409,1,21,53,44,38,34,14,8,14,4,14,6,6,4,3,2,2,0,1,0,2
1623,6,34,42,39,35,26,14,19,12,16,10,5,3,3,1,1,0,1,2,1,1
1655,7,31,39,53,27,28,13,16,11,12,8,6,4,4,2,4,3,1,0,0,2
1674,4,29,49,43,37,24,21,11,17,11,6,5,3,1,3,1,1,0,0,0,5
319,7,20,26,38,41,23,25,21,12,6,11,7,5,5,5,5,3,0,2,1,7
740,4,23,41,33,38,26,23,20,17,10,10,5,2,5,5,1,1,1,1,0,4
877,6,31,41,50,41,26,12,20,13,7,4,6,6,1,2,1,1,0,0,1,1
1136,7,24,33,37,43,22,23,18,8,20,7,4,4,4,4,1,2,1,0,1,7
1218,8,34,34,48,26,22,20,16,23,11,7,6,2,3,3,0,1,0,2,2,2
1306,9,16,41,31,31,33,24,12,20,11,9,9,6,7,4,1,2,2,1,1,0
1000,3,26,29,39,41,35,19,23,9,8,8,7,6,3,1,3,1,1,0,1,6
1445,8,37,38,58,24,24,12,15,14,10,10,3,5,3,2,1,2,1,0,0,2
1631,7,26,43,46,40,25,24,12,9,6,7,2,7,2,2,1,3,2,1,0,4
37,4,20,52,34,36,31,15,16,6,12,12,5,5,6,2,0,2,1,1,0,8
290,10,24,24,51,32,23,15,28,17,11,8,7,7,2,0,1,2,0,1,0,5
1124,5,26,44,53,24,27,23,20,9,9,11,5,4,3,3,1,0,0,0,0,1
1196,6,22,32,47,38,23,13,28,17,11,7,8,3,4,0,1,2,0,0,0,6
1323,6,38,31,47,14,22,30,15,12,8,13,8,7,1,4,1,1,1,2,0,7
1613,7,23,38,46,46,29,18,18,7,5,10,6,6,3,0,0,1,1,0,0,4
1639,5,26,38,54,37,28,20,11,8,9,5,4,7,4,1,3,1,1,1,0,5
1689,2,31,49,44,32,29,22,14,17,5,7,3,3,5,0,0,0,2,1,1,1
505,9,36,24,48,35,27,25,13,10,4,10,6,4,3,1,1,3,1,1,2,4
934,7,24,39,37,43,24,24,23,16,9,6,3,3,0,1,1,2,0,1,0,4
1106,4,30,34,35,50,25,22,19,16,4,5,6,1,6,3,0,1,1,0,1,4
1132,1,30,40,37,34,23,16,14,17,13,8,9,4,7,3,4,0,2,0,3,2
1228,9,33,49,34,23,17,19,20,12,9,9,7,5,7,1,4,4,0,1,0,4
1321,10,18,41,45,37,25,16,12,13,11,5,10,6,3,2,5,1,2,0,1,4
1457,5,19,39,39,32,35,20,22,20,4,8,6,8,2,6,0,0,0,0,1,1
1497,8,34,41,37,36,31,24,17,6,7,5,5,3,4,1,1,0,0,0,1,6
1068,4,39,29,40,45,24,22,11,8,14,8,3,4,5,2,1,0,1,0,0,6
1414,4,27,38,45,40,30,21,11,9,10,3,9,1,3,2,4,3,1,2,0,3
1460,8,33,43,42,39,18,23,9,12,6,10,3,7,4,1,2,2,0,1,1,2
1474,0,29,39,38,27,26,25,19,14,15,7,5,4,1,5,3,2,2,1,2,2
1609,4,32,40,40,32,27,29,21,11,8,11,3,1,5,0,0,0,0,0,0,2
1859,5,36,44,47,28,35,11,14,7,5,8,4,3,7,2,2,5,1,1,0,1
806,2,21,40,42,28,23,12,20,19,11,9,3,7,3,1,5,3,2,0,1,13
858,4,20,30,36,34,25,31,20,17,9,8,7,7,4,1,2,1,1,4,1,3
1123,6,25,48,33,33,27,18,18,18,13,10,3,2,3,5,0,0,0,0,0,3
1721,8,17,50,40,30,21,19,13,15,16,16,6,6,2,1,3,1,0,0,0,1
742,2,22,36,46,35,18,17,17,24,10,9,8,3,5,5,2,2,0,0,0,3
1016,53,49,32,32,23,12,15,8,9,7,4,4,2,2,2,2,2,1,1,2,2
1520,9,28,38,54,32,25,17,13,12,15,5,6,1,0,5,1,1,0,0,1,1
211,5,26,37,42,33,21,25,23,7,9,9,2,7,4,3,4,1,2,2,0,1
1247,10,33,38,40,29,32,20,14,15,6,11,5,4,1,1,2,0,0,0,0,2
1252,6,17,46,40,23,23,24,25,13,8,8,5,2,6,4,4,1,1,0,0,7
1261,5,21,39,32,34,31,22,18,13,12,7,7,3,4,4,1,2,2,2,0,4
1286,7,28,32,51,35,34,19,14,7,3,11,5,4,2,4,2,0,0,0,0,5
1406,5,27,34,48,44,22,22,9,12,11,9,5,4,1,0,2,3,0,1,1,3
1555,8,30,46,46,28,23,15,19,11,10,6,7,1,2,4,2,3,1,0,0,1
1672,2,19,44,44,41,32,13,12,15,3,15,4,9,5,0,2,0,0,3,0,0
1724,3,30,31,37,39,28,25,17,16,7,6,2,9,4,1,3,0,2,0,1,2
1085,4,33,37,32,33,24,18,20,13,7,16,6,3,4,1,2,2,1,1,1,4
1391,6,30,45,43,31,26,20,24,7,8,7,5,4,1,2,1,2,0,0,0,0
1473,11,27,37,42,36,21,18,13,9,15,9,3,2,4,5,1,2,0,2,0,5
1500,8,28,42,43,30,25,20,14,13,9,8,4,8,5,2,1,1,1,0,0,0
1511,3,30,32,34,43,29,17,15,20,8,7,8,7,3,2,2,1,0,1,0,0
1603,6,25,32,48,46,24,14,16,10,6,12,1,4,6,6,2,1,2,0,0,1
1648,7,24,33,27,38,32,19,29,10,7,10,9,5,2,1,2,2,0,2,1,2
256,8,17,33,36,32,37,15,21,13,12,7,4,3,6,2,1,2,1,3,1,7
1296,6,24,34,38,34,22,21,19,17,12,8,11,5,1,3,4,1,0,0,0,1
1394,10,24,51,35,26,23,19,22,9,9,12,9,1,3,1,1,2,1,0,1,2
1698,5,29,43,40,30,31,20,16,13,6,11,4,4,3,1,1,0,0,0,1,3
1719,6,30,37,44,36,23,16,23,9,6,9,3,3,3,2,1,2,0,0,1,7
1222,7,22,34,38,42,30,20,13,12,7,6,5,6,5,4,1,2,0,0,1,5
1348,6,25,44,38,29,20,23,15,18,10,7,2,6,4,2,2,1,1,2,2,3
1385,2,26,50,35,37,24,16,19,7,15,3,7,6,2,3,1,2,0,0,2,3
1389,6,25,38,43,32,25,22,27,10,5,6,5,3,4,2,1,2,1,1,1,1
1416,4,31,43,56,27,21,10,8,16,12,7,5,5,2,4,3,1,0,1,1,3
1738,6,27,40,38,39,27,12,13,12,10,9,8,7,3,1,0,2,0,2,1,3
1762,6,31,42,40,21,27,14,15,11,13,9,4,5,6,9,2,0,2,0,0,3
56,6,25,24,44,33,25,25,11,15,12,9,5,4,4,2,3,1,0,3,0,8
302,6,23,43,40,31,24,21,15,9,10,9,6,2,5,2,1,2,0,0,0,10
644,0,16,40,47,48,24,16,11,13,4,7,11,5,4,2,3,1,1,0,1,5
1081,5,20,35,50,35,25,25,16,13,7,4,6,2,5,2,5,3,0,0,0,1
1185,3,26,36,37,36,22,21,22,11,13,8,10,3,2,1,1,0,0,4,0,3
1303,10,28,29,30,40,23,14,18,14,19,10,5,6,5,0,1,3,0,1,2,1
1339,7,26,45,36,31,21,19,13,10,14,10,6,5,3,3,4,1,1,1,0,3
1397,0,17,40,40,36,19,21,24,13,10,9,4,6,8,0,4,1,0,0,3,4
1529,5,23,47,48,30,19,10,18,11,11,11,8,6,3,2,3,1,0,1,1,1
1666,6,33,39,34,42,25,12,16,8,13,11,2,6,4,3,1,1,0,1,0,2
312,4,16,26,44,32,28,19,18,17,11,7,2,8,7,5,3,2,1,0,1,7
662,4,21,23,28,35,35,25,17,11,12,10,7,5,3,1,7,2,1,0,1,10
1181,2,21,28,40,34,22,19,14,19,8,9,6,7,17,6,2,1,0,2,0,1
1229,1,34,27,43,30,33,16,15,10,11,12,9,2,2,2,3,2,1,1,0,4
1284,4,29,41,46,26,28,24,7,11,19,5,4,4,4,0,2,0,0,0,0,4
1293,7,26,34,44,31,23,20,12,17,8,9,5,1,4,3,1,2,0,1,0,10
1435,3,32,45,42,30,35,14,12,13,8,6,3,4,3,4,1,0,1,1,0,1
1573,8,27,45,35,34,24,22,17,14,7,5,2,5,2,1,5,0,1,1,0,3
1622,9,24,36,47,36,24,17,21,13,8,5,6,5,4,1,0,1,0,0,0,1
1640,5,36,34,34,33,34,19,12,8,10,12,5,4,1,2,2,1,1,1,0,4
1656,8,28,43,35,29,23,22,20,13,7,10,3,4,5,1,2,1,0,1,1,2
1747,6,31,42,37,26,34,16,18,14,10,6,0,2,5,2,3,2,2,1,0,1
2242,3,26,47,46,36,33,17,10,9,7,6,4,5,3,1,3,0,0,0,0,2
166,1,26,25,47,28,29,18,20,14,15,7,5,3,4,5,1,0,2,2,2,3
1066,4,27,42,40,34,16,20,18,18,7,6,3,3,3,5,3,0,0,1,3,4
1411,5,37,34,46,24,25,16,16,11,10,7,7,3,6,2,1,1,1,0,2,3
1658,7,27,41,49,33,23,19,17,10,11,4,7,3,2,1,0,1,0,0,0,2
1713,8,29,49,38,36,21,11,18,11,10,5,7,1,2,2,2,1,0,2,0,4
1768,8,27,49,39,50,19,15,12,10,5,6,2,2,6,0,2,0,2,1,0,2
822,3,32,47,30,30,27,19,19,16,7,8,5,5,2,1,0,0,0,2,0,3
1706,6,30,41,32,28,30,14,25,12,9,7,3,3,3,1,4,1,1,0,1,5
615,9,44,36,47,25,25,18,6,14,12,3,5,3,2,2,1,0,0,0,0,3
676,2,28,37,41,37,29,17,14,5,9,9,3,7,5,1,1,0,2,2,1,5
876,6,32,33,36,35,21,12,27,11,6,13,6,3,1,3,1,2,4,2,0,1
1095,4,39,37,40,27,33,13,16,8,5,10,3,5,1,2,5,1,1,1,0,4
1342,4,29,51,30,30,29,14,18,18,7,3,4,6,3,1,2,2,0,0,0,4
1673,5,21,42,45,39,24,10,21,12,12,6,6,2,4,0,1,3,0,0,1,1
1728,7,19,38,39,40,30,14,13,11,15,7,10,2,6,0,2,0,0,1,0,1
1763,2,30,47,38,33,19,17,13,16,14,6,7,3,2,1,2,0,1,0,1,3
237,8,37,44,33,25,24,17,16,8,7,4,6,4,5,2,3,1,0,0,2,8
798,5,24,32,40,37,19,17,15,13,8,6,6,3,5,8,3,1,0,1,1,10
1373,5,24,46,33,26,19,20,23,11,12,8,6,12,0,2,0,3,1,1,0,2
1476,7,36,39,42,34,20,19,17,13,7,8,5,1,2,3,0,1,0,0,0,0
1543,5,23,30,48,33,27,18,19,9,8,11,4,7,2,0,4,2,0,2,0,2
1005,3,21,40,49,35,23,15,18,7,5,9,3,4,6,2,3,2,3,1,0,4
1334,3,17,36,39,30,27,23,21,11,11,9,1,3,4,4,2,2,1,0,1,8
1506,5,22,47,43,25,25,22,13,13,8,3,9,5,2,4,1,0,1,3,0,2
1580,6,27,55,33,28,29,18,12,10,7,9,3,1,2,5,0,1,1,0,1,5
1608,4,22,37,31,46,30,16,9,11,8,8,4,9,2,4,1,2,1,4,1,3
1881,3,33,39,50,41,16,15,11,11,11,7,4,4,2,0,0,0,1,0,0,5
12,14,23,29,53,28,24,14,11,10,6,11,2,10,4,4,3,2,0,0,1,3
157,7,30,39,39,38,26,13,10,11,5,7,6,2,5,4,3,2,1,1,0,3
928,6,29,38,35,45,21,15,17,10,10,7,4,5,3,0,4,1,0,1,1,0
1040,4,25,27,34,35,31,17,19,18,13,9,3,4,5,2,0,0,1,1,1,3
1305,5,22,33,32,26,23,20,24,16,10,9,9,5,3,3,2,3,2,1,1,3
1434,5,24,33,38,29,24,18,13,16,8,10,10,7,4,2,2,2,3,0,1,3
1531,5,27,47,35,37,24,19,11,12,4,7,3,7,4,1,0,0,1,0,0,8
1541,6,28,34,35,34,14,26,13,22,10,7,4,7,1,1,3,3,1,0,0,3
1632,8,22,27,35,40,22,28,13,8,11,14,4,5,6,1,1,2,0,2,0,3
1681,13,29,40,36,34,21,12,11,13,7,9,8,3,4,6,1,1,1,1,1,1
1710,1,27,43,39,32,35,15,16,7,7,10,3,4,0,6,2,1,0,1,1,2
1758,3,23,54,41,30,19,15,17,14,11,7,6,1,4,0,1,1,1,1,0,3
879,8,34,35,34,26,22,16,20,15,10,9,2,4,4,3,0,0,2,1,1,5
1065,4,21,38,43,32,29,14,18,9,12,5,8,5,3,4,1,0,0,0,0,5
1221,4,27,34,33,30,23,21,13,19,11,8,8,6,4,4,0,1,0,3,0,2
1388,7,21,39,36,25,19,17,13,18,11,11,8,7,2,2,6,2,1,0,2,4
1718,5,33,47,43,36,27,15,11,5,9,5,2,0,1,3,1,1,3,0,1,3
770,5,12,48,39,34,30,13,14,11,8,4,5,8,3,4,1,1,2,1,1,6
906,7,18,26,45,24,32,19,18,9,9,11,9,8,4,2,4,2,1,0,0,2
1119,5,27,35,53,37,24,11,16,12,5,7,3,5,1,2,2,1,0,0,0,4
1276,7,29,39,43,31,21,20,11,13,7,10,4,7,0,2,1,1,1,1,0,2
1720,5,32,39,31,34,23,16,9,7,14,13,6,9,2,2,1,1,2,1,0,3
1764,4,27,57,40,29,18,11,15,9,7,8,6,3,3,2,2,3,1,1,0,4
1921,2,31,41,44,35,21,18,19,8,10,4,4,5,4,0,1,0,1,0,0,2
252,5,18,48,35,21,20,24,19,17,9,10,4,4,1,2,2,1,0,0,1,8
1446,2,16,36,47,25,30,15,18,12,13,14,3,4,4,4,2,0,0,0,1,3
1512,1,32,35,41,36,21,24,13,14,8,4,3,5,2,5,1,0,1,0,1,2
1524,4,15,42,47,24,28,13,10,16,11,13,6,3,3,1,4,3,0,0,0,6
1571,11,26,43,42,28,24,14,16,11,11,8,4,5,1,4,0,0,1,0,0,0
1610,3,26,32,45,29,26,22,17,16,6,6,4,6,2,4,3,2,0,0,0,0
1644,5,31,34,37,33,26,13,19,14,6,8,4,3,5,1,3,5,0,0,0,2
1899,3,45,40,34,32,21,23,20,9,5,3,3,2,3,0,1,1,1,0,0,3
1494,6,26,42,43,26,20,17,16,18,8,5,5,4,2,3,1,3,0,0,1,2
1572,2,29,30,41,38,23,18,17,13,9,8,5,5,1,1,4,0,1,1,0,2
1630,8,20,35,45,33,21,23,19,12,8,3,5,4,2,5,2,3,0,0,0,0
1716,10,39,41,28,31,22,12,17,9,7,4,5,8,3,5,2,2,0,1,0,2
1731,4,22,35,52,26,28,15,16,7,14,4,8,7,2,3,2,0,1,0,1,1
1403,3,18,29,39,29,28,23,10,15,14,13,4,7,7,2,1,1,2,0,0,2
1537,6,23,26,34,27,32,25,13,19,12,10,9,3,2,1,1,1,0,0,1,2
1641,5,17,35,39,37,15,15,16,9,13,13,5,9,3,2,4,2,3,0,0,5
1659,6,34,45,52,27,13,14,13,10,8,4,7,6,3,2,1,0,1,0,0,1
1756,4,26,36,39,28,36,19,19,13,6,3,3,1,4,2,3,1,0,0,1,3
487,1,19,30,37,29,30,21,18,14,8,5,6,5,4,4,3,4,2,1,2,3
955,2,24,33,45,31,25,21,25,12,10,4,5,4,1,2,0,0,0,0,0,2
1190,4,24,23,43,20,25,22,20,13,13,7,6,10,7,0,1,1,1,3,0,3
1292,3,17,33,30,39,36,18,14,20,7,10,4,2,4,1,2,1,0,1,2,2
1355,7,24,37,44,39,25,16,13,5,14,3,5,6,3,0,1,2,0,0,1,1
1431,7,20,38,42,27,22,16,10,13,12,7,6,3,6,6,2,2,2,0,0,5
1528,3,27,31,30,29,22,27,20,10,16,9,4,5,2,4,1,0,1,1,2,2
1714,4,29,38,41,27,30,19,17,10,7,7,3,2,0,4,2,0,1,0,1,4
443,5,13,25,47,41,29,13,18,8,10,8,7,2,4,4,4,1,1,0,2,3
485,8,25,40,37,23,26,13,14,14,9,13,2,2,4,2,4,1,0,0,1,7
588,3,25,37,40,33,30,17,9,11,7,5,7,4,6,3,0,2,3,0,1,2
813,1,31,33,44,29,22,16,22,13,6,1,10,4,3,4,1,0,1,0,0,4
1462,4,36,29,43,26,29,18,15,12,12,5,6,3,0,2,2,1,0,0,1,1
1750,7,33,34,33,29,23,19,15,19,11,6,2,3,2,4,1,1,1,0,0,2
1842,6,40,44,33,18,22,16,19,8,13,8,4,2,6,2,2,0,0,0,1,1
2195,7,21,38,40,27,15,22,18,19,9,6,6,4,6,2,0,0,2,0,1,2
961,3,14,30,37,35,24,24,13,13,9,11,10,5,4,3,2,1,1,0,1,4
