ID,0 to 0.5 km,0.5 to 1 km,1 to 1.5 km,1.5 to 2 km,2 to 2.5 km,2.5 to 3 km,3 to 3.5 km,3.5 to 4 km,4 to 4.5 km,4.5 to 5 km,5 to 5.5 km,5.5 to 6 km,6 to 6.5 km,6.5 to 7 km,7 to 7.5 km,7.5 to 8 km,8 to 8.5 km,8.5 to 9 km,9 to 9.5 km,9.5 to 10 km,>10 km
878,10,27,52,55,43,43,34,15,13,16,8,5,7,6,7,8,1,0,0,0,5
964,7,37,54,46,51,32,20,22,27,17,11,10,5,3,3,3,2,2,0,1,2
1146,6,33,68,52,45,44,21,24,13,12,13,7,3,3,0,0,0,1,2,1,7
1249,5,50,54,46,46,32,29,23,14,14,8,8,8,6,2,3,1,0,0,1,5
1291,9,36,59,51,50,45,19,25,14,15,11,5,4,6,2,1,0,0,0,0,3
1316,7,30,59,53,51,44,26,22,17,6,7,6,6,5,5,2,0,4,1,0,4
1439,8,41,58,40,37,22,28,22,26,13,10,12,6,11,6,3,2,2,1,0,7
1478,5,44,47,58,43,39,35,20,10,9,13,12,3,5,3,4,0,2,0,1,2
1589,9,46,64,44,49,23,33,23,13,13,10,6,3,3,4,2,2,2,3,1,2
46,5,35,55,55,39,27,25,24,23,18,10,2,5,6,4,1,3,0,4,3,10
152,4,32,53,71,45,36,20,30,13,10,8,9,5,3,1,3,3,0,0,1,7
234,6,35,46,59,50,36,32,20,20,15,11,4,9,2,2,1,0,1,1,0,4
420,7,20,54,47,43,26,19,27,17,14,19,11,5,9,8,2,6,1,1,1,17
455,9,26,47,51,48,43,21,25,23,10,13,7,3,5,3,4,4,2,1,0,9
540,7,36,37,49,49,46,24,22,18,12,12,7,7,7,4,2,0,1,1,1,12
1053,6,21,63,66,49,30,26,24,13,8,11,5,6,9,6,1,2,2,1,0,5
1060,6,39,41,62,52,37,29,15,12,14,15,6,9,3,5,1,0,0,1,1,6
1163,9,32,53,64,51,39,34,14,15,9,5,8,4,6,3,2,1,1,1,0,3
1740,7,48,56,56,51,29,31,26,12,6,6,10,4,4,1,2,1,2,1,0,1
328,7,42,44,54,43,38,25,20,20,14,8,7,3,6,4,1,1,1,3,0,12
366,7,35,43,67,37,42,20,25,11,15,12,7,7,3,5,5,1,3,1,1,6
636,7,30,62,55,36,30,21,20,16,15,15,5,7,8,6,3,0,1,0,2,14
704,9,38,47,50,54,26,26,25,16,15,9,10,7,2,4,5,1,0,1,1,7
783,9,33,40,61,56,32,24,14,16,12,11,6,7,5,4,4,2,5,1,1,10
1019,6,40,53,63,38,31,28,19,19,18,6,9,4,3,2,4,1,2,0,1,6
1302,10,50,51,60,41,36,23,13,8,14,16,11,3,2,3,0,2,1,3,0,6
1337,8,43,62,72,28,41,22,12,18,13,5,8,9,3,1,3,1,0,0,0,4
124,9,44,47,45,49,25,22,22,9,20,15,10,9,4,5,3,3,5,2,1,3
132,6,30,55,45,46,33,27,18,28,18,7,11,6,4,3,1,0,2,0,1,11
242,9,24,45,53,39,42,28,24,20,11,18,11,5,4,6,1,3,2,1,1,5
274,5,39,44,52,50,42,27,16,21,11,9,8,7,4,3,2,5,1,2,2,2
394,2,25,46,50,40,31,34,19,27,21,19,8,5,4,6,3,0,0,4,1,7
442,5,40,42,58,39,39,22,17,19,7,13,12,7,6,2,3,3,4,2,0,12
465,5,32,58,51,49,21,20,30,23,8,10,5,10,8,1,2,4,3,0,1,11
524,9,26,53,47,65,31,18,19,16,11,14,9,7,4,8,2,1,1,1,1,9
883,6,31,48,59,38,31,31,27,15,20,17,4,8,4,5,4,0,1,0,0,3
943,8,34,44,60,40,31,22,30,13,17,14,3,11,7,2,4,2,0,1,1,8
991,6,24,57,46,49,42,38,18,16,10,8,7,7,5,4,5,3,0,1,2,4
1251,11,34,56,64,35,33,22,19,25,10,12,10,7,5,1,3,2,0,0,2,1
1288,6,31,42,55,43,32,32,27,19,16,9,11,6,5,5,3,1,3,3,1,2
150,3,36,55,60,55,25,24,16,16,14,12,8,10,4,4,5,1,2,0,1,0
193,14,35,56,47,37,39,19,22,17,13,17,5,9,3,4,4,1,2,0,0,7
297,8,37,49,44,46,36,21,30,12,12,13,11,7,5,7,1,0,1,1,1,9
972,8,33,51,52,41,33,35,19,21,19,13,4,3,3,2,4,1,0,0,1,8
973,8,36,50,60,40,30,24,21,19,13,8,8,13,7,6,2,2,2,0,1,1
1264,7,43,64,52,40,32,23,19,19,15,9,5,8,1,3,3,4,1,0,1,2
1268,6,43,48,66,44,37,25,16,21,9,9,10,4,6,2,4,0,0,0,0,1
1326,5,32,51,63,39,30,22,19,17,19,13,5,11,4,4,10,0,2,2,0,3
1384,6,56,51,56,47,34,16,19,21,11,11,6,7,3,3,2,0,1,0,0,1
58,4,38,50,48,45,32,19,24,23,18,8,5,5,3,7,4,1,9,0,1,6
333,3,25,45,59,54,36,28,28,21,9,7,9,4,7,2,2,4,0,1,1,5
399,7,33,48,55,45,37,21,28,22,14,7,5,6,7,2,3,3,2,0,1,4
411,4,42,41,65,40,29,27,18,16,14,23,3,10,3,1,3,1,2,0,5,3
450,10,30,36,56,52,36,25,19,18,17,10,8,5,7,2,5,3,2,1,1,7
475,5,36,59,44,40,35,28,21,14,10,9,19,7,1,6,3,4,1,0,3,5
606,9,27,50,60,57,32,29,21,13,14,9,5,7,3,5,2,1,2,1,0,3
630,6,37,54,50,45,30,24,28,15,6,8,10,6,6,6,6,1,2,1,4,5
717,10,34,49,60,47,33,19,21,14,8,10,10,7,6,2,7,0,1,1,2,9
747,6,42,39,56,43,31,19,24,20,13,11,9,7,5,5,7,5,0,1,0,7
792,6,36,45,44,48,33,37,22,20,16,11,9,2,5,1,1,2,1,1,0,10
987,2,36,56,45,39,28,37,18,16,19,16,9,2,4,1,2,3,2,2,1,12
1214,13,33,56,59,44,29,29,20,17,14,11,7,9,2,2,2,2,0,0,0,1
1317,7,46,49,49,54,40,26,15,14,12,7,11,5,3,3,0,2,0,1,0,6
314,3,23,46,59,43,35,27,17,17,18,9,10,8,5,8,4,4,1,0,2,10
812,6,29,58,60,49,35,19,23,18,12,10,6,1,5,3,5,0,0,1,0,9
1168,8,35,46,66,50,37,22,18,15,16,10,8,7,5,2,3,0,0,0,1,0
13,12,40,42,47,51,33,31,19,14,14,13,6,6,0,2,2,1,1,2,0,12
616,4,35,33,52,52,37,29,33,19,15,5,5,8,6,6,3,3,2,0,0,1
626,7,36,44,59,40,32,21,23,20,10,14,8,6,9,4,2,0,2,3,0,8
781,3,26,46,51,41,38,22,27,23,16,18,7,7,6,4,5,2,1,1,3,1
1035,6,30,44,47,52,46,29,24,16,16,11,9,4,5,1,3,1,0,0,2,2
1705,7,34,51,53,42,38,29,20,17,9,13,11,8,4,1,1,3,2,1,1,3
462,9,28,42,45,56,43,32,23,19,12,10,4,5,4,2,3,4,0,0,0,6
891,5,21,58,54,43,38,21,19,18,11,17,7,8,4,5,6,0,1,1,3,7
1428,5,35,59,59,38,31,26,20,18,15,7,5,1,6,9,6,2,2,1,0,2
1466,9,30,54,65,52,37,24,10,16,8,11,7,4,9,3,3,1,0,0,0,4
66,6,27,54,49,31,44,34,19,20,11,8,6,5,4,6,4,6,0,2,2,8
269,10,29,50,58,38,33,23,21,17,15,18,13,1,6,1,2,1,0,2,0,8
402,2,46,38,45,46,33,28,31,23,12,10,7,6,2,4,2,2,1,2,0,6
409,6,38,51,54,44,24,23,22,20,13,9,12,8,5,2,3,1,3,2,3,3
460,9,34,66,63,41,33,13,22,18,9,9,5,5,6,3,1,3,2,0,0,4
534,6,31,33,44,46,50,28,25,21,14,10,5,5,8,2,6,2,1,3,0,6
646,7,37,46,52,36,41,16,31,22,12,8,10,5,8,3,2,2,2,1,0,5
653,7,30,59,45,49,26,21,18,20,19,12,5,8,7,4,3,2,2,2,4,3
773,8,34,51,56,39,26,28,24,24,10,10,4,4,5,4,4,2,2,0,0,11
1052,14,30,55,48,40,32,35,21,18,13,7,5,5,4,3,6,4,1,1,2,2
1084,7,28,57,58,51,23,32,9,24,15,10,5,6,9,5,3,0,0,0,0,4
1101,2,42,49,49,50,35,29,23,18,13,9,9,6,3,0,2,1,5,0,0,1
1234,7,40,54,50,45,46,28,22,14,9,12,6,3,2,3,1,0,1,2,1,0
1578,4,39,47,57,50,33,21,23,13,11,8,13,10,5,1,4,0,2,0,1,4
1729,10,33,37,56,51,35,19,26,19,10,13,5,10,5,3,6,1,0,0,1,6
270,1,36,59,54,29,26,30,22,18,9,5,14,9,6,1,6,5,0,3,3,9
362,5,18,59,63,47,28,24,15,25,9,10,9,8,3,5,3,4,1,4,2,3
552,4,24,59,50,53,49,24,20,15,10,15,5,7,3,1,2,2,1,0,0,1
924,2,21,64,54,44,37,29,18,16,17,8,6,4,8,5,5,1,0,0,0,6
948,7,36,50,42,44,46,30,20,15,18,11,6,6,2,1,2,0,1,0,1,7
1042,9,25,57,51,52,28,35,19,15,10,13,5,8,6,3,3,4,0,0,0,2
1147,7,42,61,57,41,32,23,22,18,15,10,4,1,4,1,2,1,1,0,1,2
1176,5,29,54,52,35,35,31,18,14,10,13,10,10,5,3,5,2,0,1,1,12
1461,6,34,43,56,46,39,30,25,17,11,9,10,5,8,3,0,1,0,0,0,2
831,6,36,43,49,47,27,35,26,28,11,11,2,4,5,2,3,2,3,0,1,3
1030,8,42,58,42,43,30,25,17,14,15,7,6,9,4,6,5,1,1,1,1,9
1067,6,41,44,67,36,32,23,24,14,13,12,3,5,5,3,7,4,0,1,0,4
1110,6,35,45,61,41,35,25,16,23,13,10,8,6,4,5,3,2,1,2,0,3
1246,10,31,53,56,43,33,31,21,16,16,12,6,3,5,2,6,0,0,0,0,0
1526,6,31,51,71,35,37,24,18,13,18,11,4,3,7,5,4,0,2,2,0,2
254,2,46,64,57,45,32,27,14,16,6,10,6,2,4,2,1,2,0,1,0,6
331,10,25,35,54,55,28,23,20,14,13,9,16,9,5,5,5,2,3,0,1,11
578,10,27,40,40,61,21,27,29,10,18,14,10,3,9,3,5,4,1,1,3,7
953,7,40,54,55,44,36,28,19,10,13,7,5,12,1,2,1,1,2,0,2,4
1044,8,40,50,61,43,32,22,20,16,18,12,6,4,2,2,1,2,1,3,0,0
1374,6,47,41,58,42,29,24,24,15,12,11,4,11,4,5,3,2,1,0,0,4
176,10,39,43,59,41,30,28,11,15,16,13,8,7,5,5,3,2,1,2,0,4
374,8,27,44,64,45,30,18,14,23,16,15,10,2,3,3,4,0,1,2,2,11
387,6,32,39,55,42,39,30,15,18,10,18,8,8,6,6,0,1,0,1,2,6
453,5,38,49,42,50,35,26,22,22,9,9,10,7,3,5,5,2,0,0,0,3
689,8,37,51,44,49,41,19,23,19,11,9,3,6,3,5,0,5,0,1,1,7
889,2,26,54,56,42,41,31,19,14,13,12,4,6,4,1,3,3,2,1,0,8
894,4,33,50,49,57,30,29,22,15,10,6,4,6,3,5,5,2,1,0,2,9
936,10,39,42,53,50,44,17,21,18,9,6,8,6,4,3,3,1,1,1,2,4
1327,7,32,59,44,40,34,32,18,14,13,17,8,2,5,4,2,4,0,0,4,3
1338,6,42,43,39,48,42,25,19,17,12,10,4,6,5,4,3,6,1,1,1,8
1479,4,50,42,60,32,37,26,25,18,9,10,5,6,3,6,4,1,0,2,0,2
1550,5,46,57,45,50,21,18,27,14,14,11,8,8,4,0,3,3,1,2,1,4
531,10,25,55,63,44,31,18,21,16,14,7,5,10,6,1,2,3,0,0,2,8
700,8,39,49,46,52,25,20,25,18,15,13,3,5,4,2,4,3,0,2,2,6
716,4,42,28,54,46,35,21,20,16,10,11,8,15,2,5,3,2,2,2,0,15
926,7,35,37,63,43,27,23,15,21,17,8,11,10,0,3,2,5,1,0,3,10
1143,7,39,42,57,49,36,27,20,12,12,8,9,4,2,4,2,2,3,2,0,4
1730,7,37,55,46,47,33,26,22,14,9,14,9,7,7,3,1,1,1,1,0,1
200,13,43,51,45,43,34,26,22,16,9,12,6,6,4,4,3,1,0,1,0,1
376,8,34,54,53,58,36,14,18,10,10,9,4,9,5,6,5,1,2,0,0,4
692,4,38,52,49,44,37,14,22,19,14,9,9,4,5,6,2,1,3,1,1,6
762,5,31,47,44,54,32,24,26,21,9,7,6,9,6,0,3,4,1,4,1,6
1078,10,47,55,57,39,24,24,18,18,16,13,3,6,1,1,3,0,1,0,0,4
1272,11,37,51,51,42,35,26,20,21,14,7,7,4,6,2,1,1,1,1,0,2
1275,13,24,49,49,46,34,36,26,16,11,5,10,6,2,4,1,2,1,2,1,2
1329,5,31,51,53,49,43,20,15,16,13,6,6,5,10,4,4,2,0,0,0,7
52,8,34,43,53,47,34,22,27,13,26,7,3,1,6,3,3,0,2,0,1,6
55,2,19,48,47,48,35,25,23,23,17,14,7,2,5,3,2,1,0,5,2,11
785,8,45,54,51,42,37,23,17,18,15,7,5,4,3,3,1,1,0,0,2,3
913,10,27,65,59,39,24,21,24,21,13,5,7,7,2,0,4,1,1,2,2,5
940,3,33,51,63,45,31,21,16,22,14,10,7,8,7,0,3,0,1,2,1,1
1301,4,27,41,68,48,28,24,20,14,15,9,10,11,5,3,4,4,0,2,1,1
1413,8,47,48,53,32,23,21,21,26,16,7,9,6,6,2,5,3,1,0,1,4
1455,7,37,46,62,44,38,24,22,14,13,11,3,5,3,2,1,4,1,1,1,0
22,4,32,40,65,48,33,24,26,11,14,13,5,6,2,5,3,1,1,0,1,4
44,4,37,54,41,46,28,24,20,14,15,9,6,9,5,4,1,2,2,2,4,11
282,8,23,47,58,33,30,24,28,12,14,12,8,8,5,3,5,2,2,1,0,15
421,5,33,40,60,49,40,14,28,11,15,9,5,2,4,4,2,2,1,4,0,10
430,6,28,47,57,50,28,21,28,12,16,8,10,4,7,3,2,2,0,2,0,7
729,15,20,48,56,35,40,20,19,16,12,16,5,7,4,7,1,3,3,0,3,8
801,4,32,65,65,42,30,16,20,14,8,9,8,2,4,6,2,3,2,0,0,6
875,6,34,41,61,52,33,22,18,15,9,19,5,8,3,2,2,1,0,0,1,6
999,6,45,53,46,42,41,26,19,12,11,4,5,3,8,7,3,2,1,1,1,2
1233,9,36,51,58,45,30,19,15,19,10,11,6,7,3,6,4,2,1,1,2,3
1236,10,34,53,55,43,38,23,19,13,16,10,10,4,3,3,2,2,0,0,0,0
1366,4,35,67,51,46,27,28,17,18,10,7,8,4,6,3,3,0,0,0,0,4
1463,5,40,54,55,35,30,28,23,18,11,10,6,7,4,2,3,1,2,1,1,2
1519,5,48,62,51,37,36,23,16,17,6,5,5,4,5,5,4,1,2,2,1,3
434,11,37,42,62,41,27,31,18,10,13,4,10,4,4,4,4,1,1,2,2,9
437,4,37,55,54,48,32,26,19,10,8,9,9,4,4,4,1,2,2,1,0,8
483,7,28,49,60,51,37,29,22,12,9,9,5,5,0,3,2,1,0,1,1,6
771,6,29,48,59,43,29,25,23,21,10,13,5,4,4,5,6,1,1,1,0,4
772,5,35,45,68,46,40,12,19,18,12,12,5,4,3,2,4,2,2,1,1,1
1103,8,35,54,58,45,37,18,18,12,9,7,13,7,4,1,2,1,0,0,1,7
1126,6,30,57,45,36,26,36,15,21,14,15,10,8,6,5,0,0,2,1,0,4
1282,12,38,41,48,44,32,31,19,19,13,5,9,5,6,1,5,4,0,2,0,3
1581,11,33,45,63,39,42,32,17,10,9,9,4,3,7,2,0,3,3,2,0,3
1760,3,45,64,58,42,27,21,21,15,9,5,7,3,6,2,2,0,0,0,1,6
51,2,19,39,44,48,41,16,19,19,16,13,10,9,3,5,9,3,2,2,3,14
69,7,36,54,49,37,38,23,29,12,14,7,5,5,7,4,1,1,1,0,2,4
111,4,35,42,51,38,41,22,23,17,18,8,10,5,5,5,1,4,0,2,1,4
310,11,33,39,38,37,36,33,15,12,12,16,10,7,7,6,3,6,0,3,0,12
719,2,36,46,46,31,36,21,31,17,13,13,13,10,8,1,2,0,1,0,1,8
730,10,32,52,47,43,32,35,17,15,6,11,10,7,3,5,3,0,0,2,2,4
1001,6,30,38,56,42,28,27,24,19,14,17,5,10,5,5,3,1,0,0,2,4
1125,9,31,42,63,34,31,25,23,16,13,12,5,12,6,3,2,3,0,1,0,5
1273,11,41,30,48,54,25,23,26,20,7,8,7,13,2,3,8,2,3,1,1,3
143,5,17,65,56,41,38,28,12,16,8,12,8,6,6,3,3,0,3,2,1,5
336,4,25,46,48,41,39,31,23,20,8,13,4,5,5,5,1,1,1,2,0,13
657,6,28,51,52,47,36,26,20,13,12,12,9,5,4,1,4,2,0,0,0,7
827,5,22,62,54,39,33,17,19,19,13,12,10,7,4,2,1,1,1,2,2,10
847,1,26,55,53,44,38,23,15,21,16,10,11,2,1,3,6,3,1,0,2,4
885,7,41,46,46,40,21,27,27,15,11,13,9,10,8,6,1,4,2,0,0,1
1010,6,43,45,43,41,27,20,21,12,12,10,11,2,6,5,8,6,2,2,1,12
1083,4,38,45,47,51,39,22,18,15,15,8,7,9,5,3,3,3,1,2,0,0
1169,5,29,44,73,47,36,33,20,13,11,9,2,4,1,1,1,2,2,0,0,2
1173,4,29,56,68,35,24,25,17,18,19,10,8,6,3,4,3,0,1,1,2,2
1216,7,32,43,59,51,29,25,16,15,12,14,4,8,4,4,5,1,1,0,1,4
1591,5,40,53,60,45,26,20,13,17,14,10,9,4,11,1,3,2,2,0,0,0
4,8,28,51,57,38,25,20,29,18,17,7,10,6,3,4,3,2,0,2,3,3
209,4,28,37,52,47,23,30,24,20,18,13,12,8,4,1,2,2,0,3,1,5
259,5,29,43,54,41,37,31,29,16,7,10,9,0,2,2,3,3,0,1,0,12
759,4,29,40,42,46,34,20,32,17,13,9,12,8,6,4,1,3,3,0,3,8
804,4,23,39,46,52,32,20,16,16,18,16,9,5,6,7,8,6,3,2,1,5
1134,6,31,42,61,35,39,26,27,15,7,12,7,5,7,1,4,0,2,1,0,6
1178,8,32,48,44,60,31,32,26,12,7,14,5,2,2,1,4,0,0,0,1,5
1182,11,48,37,48,52,27,24,20,17,17,6,4,2,8,4,2,1,2,0,1,3
406,9,29,39,39,56,32,26,21,22,21,13,6,0,4,3,5,0,1,1,0,6
457,5,26,39,54,39,41,28,18,18,13,15,11,7,3,0,4,2,0,1,1,8
666,4,34,53,62,39,31,33,12,15,12,10,4,6,3,2,3,3,0,1,1,5
863,5,32,48,59,43,31,32,16,15,8,7,6,7,6,7,2,2,2,0,0,5
981,5,35,47,61,49,38,17,16,9,19,13,3,6,5,1,2,1,1,1,0,4
1171,8,37,37,56,50,26,25,17,23,14,17,7,5,1,2,3,1,0,0,0,4
1368,8,41,43,62,46,31,19,18,19,11,12,4,4,4,0,3,3,0,0,0,5
1556,7,29,58,58,35,25,33,23,16,16,6,7,7,2,3,3,1,1,0,1,2
121,6,39,48,49,57,38,19,20,11,12,10,8,7,4,2,2,0,0,0,0,0
579,4,31,43,44,38,37,31,18,19,11,18,8,9,4,4,1,0,1,1,1,9
838,4,39,51,52,37,32,31,24,19,14,4,3,1,5,4,3,3,1,0,0,5
1230,10,36,46,50,46,33,28,26,14,15,7,5,2,4,4,3,1,2,0,0,0
1412,7,25,52,60,29,40,24,20,17,11,8,7,14,5,5,4,0,0,1,0,3
1437,8,36,47,55,40,34,21,15,17,16,7,9,7,6,2,3,5,0,0,1,3
1744,8,35,53,48,48,35,25,19,19,12,6,8,3,1,1,4,3,3,0,0,1
21,9,32,38,52,32,36,16,19,24,15,12,8,8,8,3,3,1,2,2,1,10
26,6,38,51,56,46,29,23,6,19,9,13,6,6,6,4,0,0,2,1,0,10
271,8,30,53,48,52,34,24,16,14,8,12,3,4,5,1,2,1,1,5,3,7
902,5,32,47,56,45,35,24,23,19,11,12,1,5,4,4,2,1,1,0,2,2
1096,8,22,56,49,46,32,25,24,13,13,7,7,10,6,1,5,1,1,0,0,5
1104,3,34,43,60,41,28,22,16,20,21,8,16,4,4,2,4,2,0,1,0,2
1118,9,42,46,46,54,30,20,18,16,14,7,3,5,1,4,4,2,0,1,2,7
1265,9,25,50,59,47,26,18,21,21,15,11,7,5,4,4,0,4,3,0,2,0
1401,2,45,47,58,32,34,27,16,14,15,12,5,5,5,5,1,0,1,2,1,4
1449,6,28,55,58,47,25,20,18,15,14,12,4,6,7,2,4,2,1,1,1,5
1452,3,42,58,53,50,31,17,16,24,10,10,1,5,4,1,2,1,0,0,0,3
1456,4,35,40,51,56,40,21,26,17,13,10,5,3,3,1,0,2,0,0,0,4
80,9,37,40,40,55,37,24,27,13,12,9,5,6,4,1,0,2,3,0,3,3
222,7,24,45,48,40,37,31,27,17,13,9,12,3,5,3,1,0,2,1,0,5
226,10,32,38,58,45,33,26,20,20,8,9,11,4,7,2,2,2,2,1,0,0
343,6,28,45,50,38,28,32,26,19,16,12,7,8,5,1,1,1,0,0,1,6
796,8,38,46,50,38,35,22,31,13,14,5,7,7,4,2,3,2,0,2,0,3
873,5,27,30,56,43,41,24,23,22,12,10,2,7,7,5,5,3,1,0,0,7
1191,5,30,48,55,47,31,29,13,14,12,9,12,2,7,3,4,1,1,3,1,3
1358,5,30,54,67,49,19,18,22,15,15,7,7,5,4,6,0,1,0,0,1,5
1379,4,39,38,56,51,32,22,25,14,16,4,8,4,4,4,3,1,2,0,0,3
1459,9,35,47,43,39,36,28,21,21,18,6,9,4,5,2,1,0,1,2,0,3
1467,6,26,49,58,46,35,22,20,18,13,9,3,9,10,0,1,0,2,0,0,3
1587,8,43,45,47,48,28,31,20,14,9,10,5,3,5,3,5,1,2,0,1,2
1745,9,46,46,56,51,27,22,20,16,10,4,4,4,3,1,3,0,0,0,1,7
40,4,19,52,44,36,41,26,16,22,18,12,7,6,6,3,5,2,1,3,1,5
117,7,35,41,56,50,30,21,23,15,10,10,7,6,4,1,2,1,2,3,1,4
786,7,31,48,49,31,38,24,17,17,19,11,6,7,6,5,3,2,0,3,1,4
1054,7,35,54,43,37,42,28,20,14,12,12,6,8,5,1,0,2,1,1,0,1
1135,6,42,43,50,42,28,18,25,18,14,13,6,6,5,1,5,1,0,1,1,4
1420,10,35,40,41,46,34,17,26,26,12,11,8,3,4,5,0,2,0,1,3,5
2,5,25,33,53,33,32,21,34,24,12,9,11,7,5,6,6,0,1,1,1,9
238,10,32,38,54,42,34,20,19,12,8,12,7,16,5,4,3,1,1,1,1,8
240,3,34,57,51,48,32,18,19,14,10,5,9,9,2,3,1,0,1,0,0,12
291,5,43,45,58,43,22,16,22,15,11,13,7,6,10,1,3,1,0,0,0,7
351,10,34,46,43,50,33,21,21,13,8,15,5,4,7,2,1,3,1,3,0,8
365,6,35,48,50,38,32,17,19,16,13,13,4,5,6,6,3,4,3,2,1,7
602,10,28,47,56,36,39,27,26,15,6,10,5,5,2,1,4,2,2,0,1,6
726,4,29,40,45,47,35,20,27,17,16,11,8,5,2,3,0,1,1,0,4,13
791,4,32,43,58,51,29,21,19,12,14,13,11,0,5,1,1,2,2,4,1,5
1008,5,33,46,51,43,35,29,21,22,12,9,5,5,4,0,2,1,0,1,1,3
1137,7,31,51,44,45,35,25,18,17,7,14,12,2,4,7,0,1,4,1,1,2
1139,3,37,55,49,41,24,19,28,8,13,16,7,8,4,3,2,1,1,2,3,4
1188,2,40,44,46,51,35,26,23,13,16,11,4,8,3,2,0,2,0,0,0,2
1483,6,32,51,44,37,34,27,19,21,13,13,8,10,1,5,1,0,1,1,0,4
1687,5,30,44,48,41,34,28,14,28,13,7,8,10,3,4,4,1,0,1,0,5
203,4,33,42,54,44,33,25,16,17,15,12,4,4,6,5,1,2,1,1,2,6
499,11,28,48,68,43,30,23,17,13,13,6,8,8,2,5,0,2,2,0,0,0
580,5,23,31,58,39,24,23,28,15,16,12,4,5,9,6,3,4,3,3,3,13
590,7,35,40,53,54,34,19,29,9,9,15,5,3,3,4,5,0,0,2,0,1
805,6,36,46,48,49,34,22,23,16,8,8,4,6,2,3,3,4,0,2,2,5
939,8,33,46,38,37,35,31,22,24,10,9,11,3,7,4,1,2,1,1,1,3
984,5,30,51,64,32,40,21,20,22,12,9,3,6,1,6,1,1,2,0,1,0
1038,8,22,49,52,39,37,30,20,21,9,8,7,6,6,2,3,1,1,1,1,4
1192,10,34,50,55,37,33,22,17,16,12,12,6,10,3,4,1,0,1,0,1,3
1224,8,34,42,50,49,32,22,23,13,12,7,9,6,2,5,2,1,1,0,0,9
1386,3,38,56,52,37,35,24,24,15,10,9,6,5,4,2,1,1,1,1,0,3
1521,9,43,54,44,29,27,36,23,19,14,10,2,5,2,1,2,2,1,0,0,4
697,4,36,48,52,41,39,22,21,17,7,8,6,6,3,5,2,4,3,1,0,1
706,6,33,56,53,28,35,25,12,14,16,13,7,6,4,1,4,1,0,0,1,11
810,4,31,49,47,49,32,26,16,16,10,12,10,8,4,3,3,2,1,0,0,3
983,3,43,37,51,47,28,26,23,12,12,7,6,11,3,1,8,0,0,0,0,8
1045,4,28,49,56,43,20,26,28,21,15,9,11,8,3,2,3,0,0,0,0,0
1237,10,42,51,51,38,20,24,19,12,16,8,6,6,3,3,4,5,0,2,2,4
1239,6,43,65,53,42,36,14,16,4,12,8,5,6,6,5,1,1,0,0,2,1
1248,9,32,50,58,48,29,23,22,12,10,6,6,4,3,4,4,2,0,3,0,1
247,7,29,43,55,50,37,21,17,19,6,12,5,3,2,9,4,1,1,0,0,4
789,8,29,48,57,37,23,21,24,17,13,15,7,4,5,4,6,2,1,0,1,3
886,7,35,48,59,46,29,20,15,15,7,9,4,6,9,3,4,1,1,2,1,4
1004,11,28,56,50,36,28,35,19,10,9,4,6,6,5,10,3,2,0,1,3,3
1226,4,28,42,56,39,23,30,28,15,14,14,11,5,2,2,2,0,0,2,1,7
1322,8,33,37,50,46,39,25,17,12,14,4,9,6,9,4,3,2,1,0,1,5
1464,6,21,56,49,39,36,24,21,18,14,13,11,2,5,2,2,2,1,0,0,3
1650,6,25,51,65,38,30,24,16,20,16,8,7,3,4,2,2,1,2,2,1,2
1651,11,44,35,54,47,35,30,16,14,10,4,8,6,4,1,0,1,2,0,0,3
318,4,23,39,52,48,40,25,22,15,12,7,7,4,9,2,0,0,2,1,3,9
503,5,28,41,56,39,40,21,15,21,11,6,9,7,6,3,3,0,1,1,5,6
1043,8,30,45,59,40,28,23,21,16,14,10,10,2,3,2,1,4,0,1,1,6
1299,5,26,66,41,47,24,24,24,20,7,5,6,5,6,4,7,0,0,0,0,7
1441,11,31,43,49,36,30,23,22,25,8,10,7,4,3,2,4,2,4,1,1,8
74,6,25,45,60,42,36,20,23,16,11,8,4,9,4,3,3,0,1,0,1,6
248,3,33,42,39,46,28,28,15,20,14,11,10,7,5,4,3,3,1,2,2,7
276,7,32,59,38,39,28,23,18,18,10,15,9,4,6,3,2,1,0,2,0,9
281,9,30,47,54,40,21,32,27,11,11,9,5,3,6,5,3,1,1,2,0,6
526,10,26,42,45,29,42,27,28,15,13,10,7,2,6,1,5,2,1,2,0,10
537,2,32,43,46,42,41,25,30,11,9,8,5,4,4,3,4,6,2,2,0,4
1032,8,24,46,54,43,36,20,23,15,12,10,9,3,5,3,6,1,0,2,2,1
1211,8,32,47,55,42,23,27,15,16,18,6,3,4,3,4,3,5,1,2,1,8
1242,10,37,42,51,52,29,21,22,15,11,9,6,4,2,2,2,2,1,0,2,3
1535,5,42,53,48,52,28,23,9,17,8,8,5,3,5,2,1,5,2,3,0,4
1565,8,43,36,43,41,37,26,29,8,15,10,7,6,2,3,2,0,0,3,0,4
1597,12,32,49,53,46,36,22,24,9,15,9,3,4,1,5,0,0,1,0,0,2
41,2,23,43,57,52,21,25,22,20,9,7,4,5,6,7,3,5,2,1,1,7
180,4,25,45,51,52,36,24,16,22,13,3,8,3,5,3,1,1,2,3,2,3
645,3,38,60,57,37,28,16,15,17,9,5,5,4,6,3,4,3,1,3,0,8
698,5,38,46,45,32,31,21,15,31,7,14,5,7,4,3,5,3,0,1,1,8
